"","OUTPUT","weight"
"1",0,0.000574795229199598
"2",0,0.000287397614599799
"3",0,0.000287397614599799
"4",0,0.00145137880986938
"5",0,0.000725689404934688
"6",0,0.00217706821480406
"7",0,0.000431096421899698
"8",0,0.000143698807299899
"9",0,0.000143698807299899
"10",0,0.000287397614599799
"11",0,0.000143698807299899
"12",0,0.000725689404934688
"13",0,0.000143698807299899
"14",0,0.000287397614599799
"15",0,0.00290275761973875
"16",0,0.00129328926569909
"17",0,0.00158068688029889
"18",0,0.000287397614599799
"19",0,0.000143698807299899
"20",0,0.000143698807299899
"21",0,0.000725689404934688
"22",0,0.00217706821480406
"23",0,0.000431096421899698
"24",0,0.000287397614599799
"25",0,0.000143698807299899
"26",0,0.0108853410740203
"27",0,0.000718494036499497
"28",0,0.000287397614599799
"29",0,0.000431096421899698
"30",0,0.00186808449489869
"31",0,0.000725689404934688
"32",0,0.000143698807299899
"33",0,0.000431096421899698
"34",0,0.000862192843799396
"35",0,0.000725689404934688
"36",0,0.000862192843799396
"37",0,0.000725689404934688
"38",0,0.000725689404934688
"39",0,0.00129328926569909
"40",0,0.000143698807299899
"41",0,0.00145137880986938
"42",0,0.000287397614599799
"43",0,0.000574795229199598
"44",0,0.000143698807299899
"45",0,0.0058055152394775
"46",0,0.00290275761973875
"47",0,0.000143698807299899
"48",0,0.000725689404934688
"49",0,0.00373616898979738
"50",0,0.000725689404934688
"51",0,0.000287397614599799
"52",0,0.000574795229199598
"53",0,0.00507982583454282
"54",0,0.00290275761973875
"55",0,0.00229918091679839
"56",0,0.000143698807299899
"57",0,0.000143698807299899
"58",0,0.000574795229199598
"59",0,0.00287397614599799
"60",0,0.000574795229199598
"61",0,0.000143698807299899
"62",0,0.000143698807299899
"63",0,0.000287397614599799
"64",0,0.00217706821480406
"65",0,0.000718494036499497
"66",0,0.00145137880986938
"67",0,0.000143698807299899
"68",0,0.000287397614599799
"69",0,0.000725689404934688
"70",0,0.00507982583454282
"71",0,0.000287397614599799
"72",0,0.000431096421899698
"73",0,0.000143698807299899
"74",0,0.00145137880986938
"75",0,0.000287397614599799
"76",0,0.000725689404934688
"77",0,0.00507982583454282
"78",0,0.000287397614599799
"79",0,0.000143698807299899
"80",0,0.000143698807299899
"81",0,0.000143698807299899
"82",0,0.000431096421899698
"83",0,0.000143698807299899
"84",0,0.000574795229199598
"85",0,0.000431096421899698
"86",0,0.000143698807299899
"87",0,0.00362844702467344
"88",0,0.00435413642960813
"89",0,0.00675384394309527
"90",0,0.000143698807299899
"91",0,0.000143698807299899
"92",0,0.000143698807299899
"93",0,0.000431096421899698
"94",0,0.000143698807299899
"95",0,0.000287397614599799
"96",0,0.00287397614599799
"97",0,0.00435413642960813
"98",0,0.000718494036499497
"99",0,0.000143698807299899
"100",0,0.00217706821480406
"101",0,0.000143698807299899
"102",0,0.000143698807299899
"103",0,0.00290275761973875
"104",0,0.000143698807299899
"105",0,0.000143698807299899
"106",0,0.000725689404934688
"107",0,0.00217706821480406
"108",0,0.000143698807299899
"109",0,0.000725689404934688
